text,target
"Oh, and gas is now $2.74/gal! Up 11 cents in 5 days. Every time I get gas, it's ten cents a gallon more expensive ",0
Where one door closes another one opens ,4
"Had an awesome time @ Becca'sss &lt;3 Totes c my future as an audiobook reader! Haha, gr8 JB fanfics, but I made them SPECTACULAR!!! lolzzz ",4
"just came back from Sabrina's house,  but I didn't even start my newspaper.. and I'm not worried, wttttf",4
#whyITweet  we tweet to let the world know about our yummy cakes ,4
@Ericto144 ãã ëª» ë¤ì´ì¤ì§ ìê³  ì ?ê²ìê° í¼í´ì ë?ì¦ë§í ë¤ì´ì¬ ìì ì?´ìê³  ë¶ì?ì¬ê° ì?ê²¨ì ã ã?ã  ìì ë³´ë¤ ì¡°ê¸ ì?¼ì°? ë¤ì´ìë¤ì. ,4
i am so hungryyy :\ could do with some pizza? people buy and share ,4
Lunch with some of my bests... The good life ,4
Has a wicked awesome cramp ,0
"i miss my bird, i hope you r.i.p. coconut and sandy ",0
Need to get my lazy ass outta bed and start about 20 loads of washing ,0
"ugh, exams are coming up! but oh well, i have taking back sunday to help me get through it ",4
I'm so excited! It's gonna be a beautiful day ,4
first time today in two weeks i didn't even pick up my mandolin. I'll have to give it some extra attention tomorrow ,0
Sadness...it seems I only got about 3-5 decent shots the out of the whole day ,0
@bebiv Yes do! The brighter the better!  Gotta gooo and sort my face out! Hope you enjoy your evening ,4
"@eelleen so true! btw, good luck to facing those freshmen.. ",4
"....Not available for the ceilidh however, soz @dizzyunplugged, cannot muster enthusiasjm ",0
enjoyin the thunderstorms ,4
@32Hollywood32 Camaro SS ,4
@jessicabreezy lmfaooo! but they are turn off words ,4
@TrustTommy good to hear! ,4
"@vickyroxurworld close your eyes, snap yo' fingers! ",4
@daybreak1012 Thanks! I have to thank you and @krystyn13 for the inspiration provided by your blogs! ,4
Hoping for #australia to make a big score; wanna see #gayle go cuckoo with his shots  #cricket #t20,4
"Got Finals, wont be on the internets much  Loved ones arent online ",0
Wishes Taylorswift13 and elena Gomez would talk to me. ,0
@XtyMiller you are very welcome! have a sunny sunday ,4
"shower, study sleep. thats my day today  well that and a wee boost from my caffeine loaded friend",4
@ddlovato I want your reply !!!!!!!!!!!  Cuz I missed you SOOOOO much that you wont believe it........,4
@joolzgirl LOVE that photo u have!  Maybe its cos its Saturday? Not sure..,4
We're off to get breakfast  tweet tweet,4
jaja twitter sucks!!! idk what to do ,0
"Sailor Hubby just called. First half of his flight to Spain is in the bag. Next up, overnight to Madrid. ",0
I gotta go to work! I'll be off early cuz I gotta go to the dentist... ,0
ok this little twiggy is going to bed. im exhausted good night all ,4
"New Entry, Brian Sortor  High Desert Crossfit : Oregon Games Final WOD Missed twice at 29 ",0
@mileycyrus you better be just in there 'actually' writing  a song and doing nothing else and ill be fine  (dont ruin my day),4
"@to0n1 I know, right?! Lol ",4
@nicolalalalala good thanks too just got into work so have to abandon twitter until home time ,0
"http://twitpic.com/6qb63 - hey,ssup yaa!hhahha always laughing when i see this pict ",4
@ShinsPearl poor girl! hope you feel better soon! ,0
and the breakfast is toast ,4
@princess_sHiRo and @pink_bee tenaaang gue juga paling jago kandang ,4
@johnnyteater have a good time! I'll be work'n this evening! might go tomorrow though. ,4
"*Tear*  five chapters in and i'm already crying. Poor hedwig, dumbledore, moody, george's ear......",0
Feeling really lousy    off to bed!!  Hopefully this cold will be better by tomorrow!?  Goodnight Twitterland!!  Sweet Dreams!,0
@WendyPantino I really want to see the hangover myself. Might try and drag the girlfriend out tonight. p.s. your sun didn't make it over ,0
dave hates my tweets. ,0
Why so many commercials i needa shower but i wanna watch ,0
im very tired even though i slept 11 hours last night   i miss my friends .x,4
@epcdoctor You could bring me some Rambo's ,4
in bed bored broke up with my girlfriend was for the best ,4
@XxRochellexX Haha Save you some! ;) LOL There wont be much money left! I have to pay my car too! ,0
"@SnowDan No, they are coming in the house. I've been outside but am in now, they keep following me ",0
dude! its fathers day today!! lol I can't go out after church.  mom says its fam time. next sunday instead?,0
@Rebekah_McFly ooh cool must be a nice change then  from sunny england lol  not a bad place but i could think of better aha xxxx,4
"@MichelleDK Hey... good you're not busy. I keep napping, waking up, napping. It's annoying. WTH, I'll recover  What r u doin today?",4
Haha. Where the single ladies at?  lol  I'm getting tired of looking. I just want to settle down and be happy. ,0
@sengming When they close at 1am. ,4
@jasonruta And how did that soup taste??? ,4
my head hurts.... cant sleep....and have school tomorrow...... fuck... ,0
@Rachaila wasaaaaaaaaa (Again) follow me nigga.. so its eazier 2 reach out to you when i want to  ... you got the tatt flava in ya ? 2..3?,4
"@AshleyBuchweitz - There's only one charger left out, and it's currently charging my iPhone.   Must remember that, aye!",4
Flight b4 us got canceled hoping ours at 3:30 won't Otherwise we have 2 drive 2 Dallas 2 get on R connection.  http://twitpic.com/3j4p8,0
just back in room after a gr8 day @ kovalam beach ,4
"@ladyarse funny that we were just discussing webb used to be a cop, what a coincidence lol ",4
"i hate it how no matter how much you try to get over someone, they're always in the back of your mind. making you daydream. ",0
"To Mums in OZ -, Happy Mothers Day 2day, to Mums in US - Happy M-Day 2morro, &amp; to Mums w/ Altzheimers, guess what!? TODAY'S MOTHERS DAY! ",4
@DonnieWahlberg I love any pic that u ate in ,4
"having an awesome time @KeithBond,  thanks. Shame to be missing BB, heading to Canada next week so can't swing by @swifty7  next time!",0
@keepyourhead Pictures or it didn't happen ,4
@Kittycat01 no. Sulking now ,0
is hoping this is not flu. ,0
goodmorning ladies and gentleman ,4
Right as I finally fell asleep my mom came in yelling my name. When I responded she just said &quot;Oh...just wondering if you were in here.&quot; ,0
It is such a lovely day still abit pissed about my camera! Claudia put me in a better mood last night though! i miss taking pictures  !!!!,0
doo da doo... I have to study!! ,0
is unable to re-focus on studying ,0
"@annataxxxi Good news, there is only a very remote chance that there is actually a God around to hate you. ",4
I always have tears when Cedric Diggory dies in the movie  Whyyyyy poor him !!,0
@Livi_baby me tooooooooo!  y the f3ck wait?????,4
http://bit.ly/wyf7g   - Video  Wandii DJ'ing with Klear.,4
The downside of defecting to Woolworths - I now have the inane gushings of the Carpenters stuck in my head for the rest of the evening. ,0
The past is very hard to forget ,0
"You know that stack of money of the Geico commercials, well it scares me!  Lol! True story",0
God i need some one to talk ,0
"- PLEASE keep my roommate, Dominic, in your prayers. He's back in the hospital having surgery again. ",0
I wish my neighborhood was safe so I could go running at night. ,0
Jimmy Carr is funny when I'm not watching and boring when I am ,0
Time for bed me thinks! Will hopefully be spending the day 'planning' blog posts.. Yes I am sad like that ,4
i am no good at geometry... ,0
"Eating Sushi, I'm on a health kick! ",4
@Jeanise GIRL! good news. may get into the condo sooner then thought! it's a diff one though. Imma keep you posted  BE SAFE DRIVING,4
@AGEMSORARE lol i just wanted to say hello ,4
@veepveep @juneambrose look out for mom noir finds the pepper tweets live from NYC. ,4
i hate being home alone during a storm ,0
@ceecee916 @WiredPig Thank you so much! I love how it turned out as well ,4
Eating breakfast then math final today ,0
@Lucashardy pirate bay has one  i wouldn't know....,4
@Berlin2JP Driving in Boston is crazy! That coming from a Californian!  I have no idea how long it'll take or what traffic is like 4 u.,4
"@mixolydian Oh, come on, these are interns with disabilities. They probably wouldn't be noticed so... ",0
via @xlnation: Thanks for following. What's your most inspiring quote? Send it and I'll retweet. Ours: &quot;There is already enough.&quot; ,4
@nielsschooneman Apple doesn't provide news beyond &quot;Approved&quot; and &quot;Rejected&quot;  I hear that right now the wait is about 3wks from submis.,0
Doesn't see  daniel on stage     i'm sitting near some wierd girl D:,0
Still not the same  my parents read my diary :'( so upset right now.,0
@holetse That totally sucks.  You have the worst luck with toys.  ,0
"Two months ago, I became irrelevant. ",0
"jus watched the greys anatomy finally... i cried so much, so down ",0
"@kristen_bell  Please tweet at least once more, Ms. Bell. Although you do seem very busy. Caught you on Party Down last week!",0
"Morning all what a weekend, now work ",0
"@atticusjackson1 They are since they are low in calories, but not too many, since it has lots of salt. ",4
@xlbinney yeah  i'll be wrecked in the morning. :/,0
come on 5:30!!!!!!!! I can't take this anymore!!!!!! I wanna go home ,0
AC/DC concert... i really want to go but not sure if i am  hopefully i am!,0
@joenoia Umm... Perhaps? I'm somewhat busy right now though. ,0
Another day!!! same as the days gone!!!! same as the days to come!!! ,0
@jfer32075 sorry. i crashed hard last nite and never responded 2 u.  i agree. this year's BUTS line-up pales in comparison 2 prior years. ,0
@ashleytisdale Congrats for MTV awards!You deserved it!Sharpay is unforgetable! Love ya! - From Brazil ,4
"@karenneves few hotels in UK have free wifi, they are mega expensive here and usually only hard wired.  Loved using hotel wifi in States!",0
This awesome eBay stuff ends tonight!   http://bit.ly/ImwUy  #ebay,4
@k_oo_ky My three favorite things. ,4
http://twitpic.com/6cw7f - i love how they put a animal for all the twilight people its soo cute and cool ,4
I am chilling at home ,4
My wela punched me in the mouth  why wela why,0
"@FrankIero Hey, that Cherry-Coke-less rock is big enough to include most of Canada.   We never get the good spinoff flavours, it sucks.",0
@henrytapia very shameful indeed! I heard about this on Triple J's Hack half hour about a week ago. ,0
"@jlee_  What is it they say about age? It's just a number, or is that state of mind?",4
"Boy oh boy, was taught an expensive and painful lesson... I never want an allergic skin reaction ever AGAIN ",0
@PhoenixMercury the game against Sac-town at home was great. Great overtime win ,4
"@invalid_reality Hehe, it happens. Just not so often for me lately. :/  Hope to have an update ready tomorrow night tho. ",4
"Just watched GL, Last scene=THUD!!!!!!!!!!!!! I have the hugest smile on my face right now ",4
just gettin dumped by ma bf ova msn ooooooooooooooooooooooooooooooh hw fun is that ,0
@dublinblondie my mother always warned me to watch irish blond ladies. They are always up to no good ,4
@kinoklub dude i can't pop by tonight!  danas ne mogu. sutra sam at the face of the place. i vi isto naravno. all good in the hood.,0
@edwardbeaman hahaha...  thanks. have a good day ,4
Haleybell tht movie was funny ,4
@dravenxiv Ooh lovely dragon! Did you find it hurt on your ankle - mine did ,0
is at her dad's with an ear infection...eww ,0
@remyjmusic glad to hear it..  what a way to ruin a Sunday.. Stupid Chinese!! But luckily ur Sunday wasn't entirely ruined.. ,4
@meganbarry I know you do.  Thank you.  ,4
good morning ,4
Going swimming @ Vikki's place on the 10th  can't wait!,4
Meet me on Thames st I'll take you out though I'm hardly worth your time. Ffkkkk atl seems way too long ago now ,0
Woo hoo  she did it! Congratulations to @ClaudiaBliss ,4
Time to use http://friendorfollow.com to get rid of a bunch of people who aren't following back.  I love that tool!,4
finally summer weather! ,4
Goodnight people! ,4
@kegan5 OOOOOH i am so fucking jealous right now i wish i would be there tooooooooo LOL  XX,4
